guest_id,attraction_id,visit_date
299084330,93,2025-01-09 08:39:41
41089748,20,2025-02-16 12:43:19
257448619,78,2022-12-26 17:49:42
103582212,160,2024-07-17 03:27:01
90065470,178,2023-02-13 23:08:48
31918273,27,2024-09-03 02:51:35
2451363,120,2023-10-22 09:37:36
485738184,25,2022-09-02 11:54:15
275817360,52,2023-03-01 01:58:34
102530406,21,2024-09-07 03:18:09
29737698,18,2025-01-07 07:55:03
25399816,39,2023-12-11 22:49:45
34975210,15,2022-05-22 18:50:19
250313816,53,2024-03-31 15:21:23
316500647,38,2022-08-21 06:41:26
4443518,176,2023-11-15 07:58:07
138154322,52,2023-10-16 09:01:31
79071113,72,2023-12-01 06:44:46
464907755,28,2024-11-01 19:35:33
5375256,144,2022-12-30 09:45:34
70737551,118,2024-12-09 01:01:24
212407457,144,2023-11-02 06:17:36
34012394,35,2025-09-11 00:24:18
86223352,145,2023-09-07 10:24:41
454314496,99,2024-05-22 07:03:52
276580159,52,2023-11-27 14:47:26
258498080,140,2022-03-06 16:51:57
151135819,83,2023-11-08 22:47:20
27785903,48,2025-04-15 16:19:32
164157731,22,2022-10-22 13:45:06
33549300,123,2022-12-09 06:39:33
57112165,127,2023-07-06 19:57:56
74912689,177,2025-08-26 14:46:22
159376787,52,2022-11-29 23:40:32
16401595,79,2022-12-06 18:40:11
115263558,129,2022-05-11 13:40:20
232683155,66,2022-05-23 08:19:09
219594339,64,2025-01-17 04:00:08
259590079,8,2022-04-23 18:25:47
55617088,25,2022-01-17 04:42:27
134007088,94,2023-05-04 10:35:52
133722420,15,2022-09-27 10:54:26
201903278,178,2023-03-23 01:41:20
48887621,122,2025-05-04 23:57:41
49836890,75,2024-11-04 20:02:54
488854157,104,2024-04-16 12:39:37
156717065,38,2025-05-14 07:31:50
158713982,168,2022-04-06 18:13:55
153161983,115,2023-04-16 06:10:01
86357794,39,2023-09-28 06:31:15
687271902,108,2025-03-15 05:02:26
395461334,17,2024-06-13 14:36:00
158876532,135,2022-02-01 10:03:56
475697610,118,2024-06-22 14:02:39
38459376,39,2022-11-18 17:21:09
505971098,35,2022-11-01 14:19:16
106949608,51,2023-03-27 09:21:03
538772124,47,2022-08-16 04:10:23
440831306,36,2025-04-13 09:34:23
12297703,64,2023-10-20 18:41:20
4599841,95,2023-07-29 06:49:40
19688599,105,2022-05-28 17:53:09
25511026,13,2025-06-08 18:32:41
180814392,146,2022-12-25 01:10:12
3066001,149,2024-05-15 16:31:28
506474749,112,2023-08-11 21:38:37
9654535,65,2022-09-18 20:35:32
222968951,8,2022-07-03 02:02:17
403305594,48,2024-01-05 13:36:16
666865543,85,2023-11-13 01:51:22
706794450,43,2023-09-24 18:10:10
189197551,85,2023-11-09 20:00:28
202735086,155,2023-02-19 17:15:45
194006657,19,2022-10-03 16:50:36
148055253,23,2025-04-13 10:53:36
72383904,115,2025-07-19 00:11:13
297937515,50,2023-11-22 14:05:24
50000362,43,2024-03-22 05:55:07
418751528,99,2025-05-27 06:44:41
59372469,104,2023-08-23 17:14:40
300810100,116,2023-05-23 20:25:30
97821786,51,2022-12-21 10:27:05
553958308,106,2024-11-05 07:36:35
238441607,112,2025-06-19 01:12:06
268255560,169,2025-02-22 00:15:09
115587594,72,2024-07-16 23:31:57
184862203,139,2023-12-24 19:18:41
20705441,80,2022-05-14 09:13:05
169046337,151,2024-02-06 15:56:36
136816181,49,2025-04-10 21:22:29
247896264,166,2023-07-12 01:52:15
17428848,47,2025-11-02 06:41:25
343283013,72,2025-02-18 01:11:13
66976177,7,2025-03-10 07:41:03
186919845,66,2024-02-02 15:41:15
478620626,77,2022-05-05 11:30:35
122303519,62,2024-05-30 09:12:22
314086289,157,2022-09-12 09:45:57
223951885,38,2024-12-15 00:01:59
100923663,125,2022-04-22 18:09:09
24916087,84,2022-03-04 13:21:28
119357394,161,2022-02-19 13:16:25
28912211,29,2024-10-04 22:20:49
407681737,114,2022-11-17 17:26:30
9568105,79,2022-12-01 15:57:40
261604982,23,2024-12-24 23:10:08
142872617,106,2024-04-11 11:35:07
418085806,131,2022-12-26 13:22:09
225451426,101,2022-04-29 09:48:54
138700870,173,2022-05-11 01:41:04
18211247,8,2024-03-26 12:36:34
97524254,86,2024-10-19 18:32:43
2478184,117,2022-06-30 01:04:08
12980561,29,2024-10-22 00:36:42
43724995,2,2024-12-10 22:48:45
19304036,113,2023-01-04 10:37:53
197833751,178,2022-06-30 00:44:04
72039211,65,2025-08-10 01:05:07
448993314,108,2022-05-01 11:27:55
248951251,20,2025-03-23 12:45:38
364513774,37,2022-03-29 16:44:04
98521063,72,2024-05-23 10:05:35
135587984,27,2023-10-12 02:49:57
12323036,175,2024-03-24 05:12:16
26709311,123,2022-08-17 08:25:37
226734635,134,2023-11-09 07:44:18
239607969,45,2024-04-18 15:40:23
459893029,172,2022-08-28 19:28:23
185581434,83,2022-03-01 17:27:47
498186308,146,2023-08-05 13:19:33
414882632,120,2022-03-08 01:28:43
126695359,65,2024-03-30 12:28:08
506937243,25,2023-01-29 05:45:33
94548022,27,2022-06-17 21:34:14
107627626,135,2023-08-04 20:28:33
32856034,172,2022-06-12 21:15:38
132453316,106,2023-10-30 00:04:47
150208145,157,2023-02-11 08:45:38
398369909,44,2025-05-14 00:12:07
151117290,107,2024-02-11 15:20:30
176658677,36,2022-04-20 13:42:48
497870853,147,2023-06-14 21:25:16
469740272,6,2024-08-17 06:42:05
539097558,153,2024-11-06 22:26:10
72169198,159,2023-02-05 13:15:04
18061888,9,2024-04-09 09:14:03
596632858,165,2022-07-14 13:57:31
83187716,155,2022-05-22 00:45:13
437825273,13,2024-10-20 03:51:11
31624586,41,2025-05-31 10:16:11
103245592,128,2025-11-04 11:33:27
1199803,66,2022-09-23 19:12:04
239350277,85,2022-07-12 23:51:38
408929807,24,2022-11-12 16:19:53
393545579,44,2023-09-30 02:43:46
341767563,106,2023-07-16 22:38:18
296556247,98,2025-04-18 17:37:58
73781308,60,2023-12-01 08:32:40
267396420,9,2024-03-13 09:54:51
502073448,130,2023-11-10 14:42:45
9145583,56,2023-09-02 09:36:18
6763233,158,2023-04-17 00:47:48
10160617,22,2024-12-16 19:10:46
239379755,81,2024-03-25 01:35:51
69772682,100,2022-07-07 20:46:52
501461195,13,2023-01-19 00:09:03
56987285,71,2022-06-13 16:58:21
529490309,16,2024-08-31 06:31:55
7486792,45,2024-02-16 21:52:35
140612770,65,2023-09-10 04:16:17
69568628,139,2025-01-20 15:29:13
414963696,70,2022-05-29 04:55:59
353269710,148,2023-12-12 23:32:33
127059865,99,2025-10-13 13:09:31
656141999,101,2022-12-16 22:15:14
65689170,105,2023-08-19 18:32:39
679910907,140,2025-09-26 04:45:20
100593838,94,2022-09-06 12:23:09
415863049,42,2025-01-26 13:05:58
190028460,83,2022-08-16 13:46:13
405693555,133,2025-01-30 14:44:29
10542321,105,2023-06-19 02:18:41
43552435,155,2025-08-02 07:17:28
363035683,28,2024-09-04 07:38:36
184631522,26,2024-11-18 12:32:43
49717071,116,2023-01-25 06:15:32
57197562,49,2022-12-16 14:45:38
149441374,149,2024-05-09 15:03:34
7268165,1,2024-02-14 19:25:26
28527656,92,2025-09-10 22:50:17
50023625,58,2022-10-30 19:06:38
264315983,79,2024-07-24 18:20:09
75061309,81,2022-04-07 18:02:21
232292018,26,2024-05-11 01:48:10
233962797,153,2024-08-07 01:12:10
20895401,77,2022-08-05 04:40:59
221840346,161,2023-10-01 05:35:15
35035217,72,2025-05-27 13:33:57
180210540,69,2022-01-09 06:25:35
246074966,6,2023-09-10 18:21:06
31764226,23,2025-11-14 18:23:27
33465706,158,2022-03-08 23:59:57
87363912,54,2024-09-08 01:29:54
81930885,87,2025-10-15 06:43:35
8333510,11,2024-06-07 04:16:23
216869516,159,2022-06-23 11:23:35
148561341,134,2024-06-09 17:03:12
107398727,11,2022-11-06 11:58:47
522846139,77,2023-07-20 13:43:19
232212183,12,2024-12-04 00:55:45
138075057,53,2023-06-21 04:43:55
526381953,99,2024-12-23 06:09:44
99336717,36,2023-09-23 09:16:06
38236840,145,2023-07-01 01:12:23
457072096,28,2022-11-02 22:54:39
477851307,150,2023-11-06 12:02:25
200797735,102,2023-12-29 16:17:19
74194330,7,2023-09-18 13:15:15
47612106,15,2023-11-10 01:02:14
25282347,139,2023-03-08 10:45:41
225102016,24,2023-10-13 12:59:18
503548562,30,2024-04-21 05:44:00
61151450,66,2023-05-17 13:24:39
6182523,61,2023-11-15 00:15:56
541115697,78,2022-11-20 04:10:30
98098236,41,2022-01-23 14:03:40
18096275,82,2023-04-21 07:59:28
76682306,51,2023-07-13 21:15:10
92995287,172,2022-09-12 13:46:15
2905960,95,2024-01-06 01:17:45
347712696,13,2022-10-26 01:52:54
137042768,90,2023-07-21 21:33:59
122754595,140,2025-09-30 07:42:01
328998763,82,2023-03-30 22:36:04
396160644,9,2023-03-06 12:52:40
36234214,48,2024-03-17 17:01:19
342464696,49,2024-11-29 19:36:20
79188001,53,2022-04-30 15:18:20
90716331,40,2024-04-08 15:07:25
158411744,107,2023-10-17 06:13:01
8999606,24,2024-05-16 03:36:41
3696882,108,2024-10-28 01:11:23
474542202,33,2022-04-03 03:34:10
78016239,23,2023-07-13 17:23:04
34473389,77,2024-02-26 17:38:04
156665481,54,2025-04-24 23:29:51
422452420,53,2023-12-13 07:31:20
101851956,49,2022-09-02 18:24:19
67296734,78,2023-05-04 20:35:59
218576673,80,2025-09-15 07:12:19
59945631,177,2025-04-08 08:04:10
114910486,102,2024-02-21 00:39:03
4881633,122,2022-05-12 07:17:26
53661072,103,2024-02-15 21:31:54
554345281,90,2025-03-29 00:05:40
33123163,90,2024-08-08 18:37:25
12092438,160,2023-10-16 14:45:02
197556521,121,2024-04-13 14:37:06
147929628,149,2024-01-05 09:44:13
686992289,146,2025-03-07 12:26:54
129214191,60,2024-06-09 23:16:21
255307734,122,2025-11-21 13:55:08
163492667,141,2023-03-27 14:14:15
504103996,152,2023-10-16 12:22:33
336141220,30,2022-01-04 11:11:59
173876671,130,2022-11-08 12:31:41
661101460,83,2023-06-11 04:08:47
1772294,111,2023-11-01 06:45:00
169765001,108,2024-12-22 06:23:06
66862483,111,2023-06-14 10:04:18
562230757,25,2024-12-22 05:42:31
269662606,50,2024-01-16 14:34:03
94696819,14,2024-03-19 19:58:58
247982183,134,2023-12-22 07:13:56
51261239,76,2025-10-07 07:42:05
448523661,84,2022-05-24 19:53:23
113213491,87,2024-09-15 04:30:20
118538036,158,2024-10-12 05:25:08
261417466,30,2025-11-08 00:05:09
552616369,166,2025-01-25 15:30:10
548895609,58,2024-05-06 13:12:32
62949620,94,2023-09-16 01:41:39
24692706,41,2022-02-17 19:30:29
86658719,94,2025-03-23 08:34:41
185035513,57,2024-07-17 09:49:37
169798104,164,2025-04-12 03:31:44
113672222,64,2025-09-30 02:30:32
476092791,98,2024-10-05 19:41:54
469697659,16,2023-08-14 17:21:05
64438386,88,2024-04-04 00:06:27
58643640,78,2025-01-16 03:44:15
26976324,90,2025-07-23 13:31:33
530716718,72,2025-10-17 18:49:04
286058768,14,2022-12-02 20:56:40
20709394,31,2025-07-23 05:44:24
250310772,66,2025-06-14 12:40:07
51065823,112,2023-07-26 04:13:25
381935022,68,2025-03-09 08:43:31
122141473,55,2025-02-27 18:43:29
529506909,123,2023-01-31 09:42:39
21144587,168,2023-12-13 03:33:27
396394195,153,2024-02-17 09:26:46
90954705,25,2022-08-19 16:43:39
67264894,131,2025-02-24 03:29:01
149776615,69,2023-04-20 10:46:59
197997739,102,2024-02-24 02:42:10
20839391,118,2022-09-20 20:41:50
15447824,26,2024-01-16 01:12:05
6868466,40,2025-10-19 14:28:14
488089200,38,2023-07-10 13:07:10
17069529,166,2025-05-03 02:50:08
47360746,7,2023-06-29 19:32:33
119522003,158,2023-05-08 19:55:02
308106977,120,2023-06-16 17:05:46
78529409,147,2024-08-14 21:13:38
70525875,35,2025-10-30 03:14:37
571016857,161,2022-12-29 13:03:40
408437878,161,2024-12-19 15:02:23
165479424,78,2022-09-25 09:04:16
511149165,38,2025-04-09 06:34:25
352754645,138,2022-10-25 19:12:57
408428185,28,2023-12-22 04:46:49
327571591,100,2023-12-09 20:24:13
187875596,38,2025-08-08 11:40:40
37127191,144,2024-02-25 23:02:30
335705101,124,2022-01-07 06:35:18
16290337,149,2025-06-20 21:55:25
121831261,92,2024-09-04 11:06:33
56648913,97,2022-10-03 11:32:07
170921148,6,2025-10-21 02:29:34
44936868,169,2022-12-01 15:26:35
38670103,127,2023-08-23 15:28:11
164681421,15,2024-03-31 10:48:39
21486217,108,2025-08-18 19:06:55
167747201,131,2023-03-18 12:55:04
129557472,43,2023-02-23 05:22:41
76028308,47,2024-01-17 22:20:29
76030814,99,2025-09-18 04:11:03
134322194,14,2025-07-07 03:26:47
449198839,157,2022-09-15 19:40:12
416544637,132,2023-09-27 04:24:47
127100441,154,2023-09-05 07:00:20
245684780,115,2023-11-26 00:12:52
25138453,140,2023-11-02 21:07:41
143808374,2,2024-03-28 11:26:44
306366299,145,2022-07-05 00:05:05
272316152,35,2022-02-04 01:12:17
257246888,10,2024-10-20 08:17:08
478387014,112,2022-07-10 02:24:42
11212670,171,2023-05-05 18:59:24
35516416,21,2025-08-03 17:04:48
21928675,15,2023-11-14 23:29:28
175837915,163,2023-04-27 12:50:57
139223377,112,2024-07-01 04:54:37
241233817,126,2023-08-29 18:57:49
588234428,85,2022-04-27 17:54:33
143932951,85,2024-04-13 21:49:05
364077926,172,2022-07-05 09:44:29
276761187,5,2025-01-01 11:58:11
9592687,117,2025-07-15 14:33:05
6357830,146,2023-01-12 09:41:26
442945586,149,2023-06-21 21:50:51
58587932,72,2025-03-18 18:34:49
423769484,74,2022-05-16 05:55:26
96899342,51,2022-06-23 03:41:04
65902941,169,2023-09-26 03:59:06
29202058,24,2024-06-09 09:28:58
365447524,152,2023-03-20 08:03:32
140269300,38,2022-01-28 22:40:30
79055928,44,2023-03-11 11:34:09
75098496,162,2023-02-08 22:47:20
558879753,75,2024-06-21 19:26:59
42860488,95,2025-05-19 03:23:20
52928341,23,2024-08-14 07:31:06
179051420,124,2024-03-25 16:00:59
320987052,86,2023-03-19 13:57:36
686870287,43,2022-01-01 18:50:24
57830530,40,2024-06-27 09:43:25
25072472,47,2025-04-30 14:45:03
543594787,169,2022-01-29 09:37:23
325543076,175,2024-10-11 18:55:20
48177482,20,2025-04-21 05:49:27
178839435,109,2023-10-27 16:03:34
94077358,68,2022-11-21 12:47:10
9065997,24,2022-11-11 20:46:24
282115086,36,2023-12-27 20:18:26
570290461,45,2023-06-25 00:56:24
181440652,130,2023-11-30 17:42:38
339733688,28,2024-05-19 21:56:56
112609447,154,2025-10-04 15:46:12
114778437,23,2024-07-15 21:53:19
404611640,164,2023-02-05 12:14:51
248513809,91,2022-10-16 06:36:31
287828965,134,2024-09-22 20:05:41
463133110,163,2025-05-14 12:14:34
461429246,103,2025-08-02 22:33:03
6319927,38,2024-06-24 09:23:24
198282760,163,2024-12-21 08:49:41
131484859,94,2025-08-07 11:23:05
151638560,53,2025-08-18 11:50:11
35787485,38,2023-07-18 18:30:40
24278836,43,2023-01-14 06:39:00
18773366,103,2025-06-14 04:13:48
153201811,114,2024-08-25 00:30:40
520423708,4,2023-10-20 20:32:32
224718919,5,2025-02-11 02:05:14
261010408,68,2024-01-11 21:52:04
232428694,123,2025-05-20 05:38:44
130177524,173,2022-09-26 11:23:50
129697732,80,2024-09-13 23:30:55
17600980,153,2023-12-01 14:32:49
143013501,11,2024-07-04 08:15:01
233595230,157,2022-12-20 08:43:45
139433589,162,2024-01-25 22:09:02
30229902,142,2023-10-17 23:52:44
137695715,120,2024-01-18 11:08:25
189151976,152,2023-10-08 01:46:28
116941154,167,2022-03-25 11:36:19
260397129,26,2024-10-17 07:36:42
8470642,171,2023-07-25 22:45:45
397883698,36,2023-04-30 21:48:04
48430428,167,2024-04-16 00:02:47
465982976,144,2022-06-10 05:03:51
230047266,122,2023-04-30 12:03:01
179183052,59,2025-02-01 20:21:06
203165730,96,2025-10-14 21:35:15
301085104,6,2024-03-03 23:44:16
304119046,98,2024-04-28 23:35:43
270167435,56,2025-03-05 13:38:00
53129358,136,2024-02-25 21:30:17
197498464,94,2025-01-10 13:15:48
247434150,27,2022-09-13 19:35:41
58215210,155,2025-07-14 06:24:23
260906925,120,2023-08-26 11:35:14
585335314,174,2023-06-19 13:48:51
89588585,169,2025-06-29 11:27:47
158237595,25,2023-02-17 13:44:15
139733778,86,2022-06-30 11:51:51
8616497,146,2022-09-17 19:46:54
71292740,12,2023-04-14 08:54:19
544748353,87,2025-03-29 15:44:08
395907088,109,2025-07-20 19:12:02
26768607,167,2022-05-15 18:05:42
447153551,89,2025-04-16 13:52:08
116493832,10,2024-11-06 14:57:22
458998133,74,2025-01-21 15:34:47
490225148,77,2024-11-19 02:37:55
278933970,54,2024-12-24 20:35:20
156967736,157,2024-07-22 16:40:00
508482991,102,2024-02-20 06:32:32
189349071,169,2024-01-23 04:43:31
53563898,137,2024-12-11 05:29:06
479007117,165,2024-03-04 19:17:29
18018714,142,2022-11-12 17:12:43
420576869,101,2023-06-20 17:38:25
352960778,73,2025-10-10 05:36:13
82104382,72,2022-07-11 06:17:45
169575638,167,2025-06-28 10:39:05
185407398,168,2023-03-31 23:13:21
1918349,54,2022-08-20 12:56:55
343764239,3,2022-01-10 11:31:12
60519182,111,2023-09-03 17:29:01
406902147,161,2022-12-19 02:17:50
26934841,96,2022-02-27 23:50:31
561017477,71,2024-03-27 04:28:41
39060707,19,2025-06-04 02:39:30
6105456,34,2023-08-13 21:55:52
271864376,50,2023-04-10 23:00:31
154608716,175,2023-11-02 14:29:40
17718196,46,2023-11-29 17:34:06
5821458,83,2023-02-28 12:31:57
205817850,51,2024-11-28 21:56:20
82867816,54,2024-02-01 18:19:24
362972139,90,2025-04-10 03:45:57
218032291,81,2025-09-20 01:04:51
20562623,118,2022-12-17 01:03:02
430592511,156,2025-10-12 00:01:51
37695408,19,2025-06-14 03:52:38
72218295,27,2024-07-16 15:00:42
176880449,176,2023-04-28 08:18:32
900803,147,2024-03-30 14:19:01
122986294,7,2025-11-04 22:27:59
183767039,157,2024-11-20 22:15:40
38485767,171,2022-02-02 21:50:08
9873302,69,2023-11-07 01:52:40
130823127,94,2023-12-19 05:44:11
19985291,113,2023-06-10 09:14:52
66202544,107,2022-05-09 15:14:16
99761768,120,2022-02-28 16:04:20
592011178,136,2022-03-01 03:00:54
131209835,170,2025-10-28 21:20:32
39855675,42,2024-10-10 16:38:27
447766338,13,2025-08-04 19:16:41
71211870,154,2024-08-12 01:39:15
45488165,18,2025-01-23 06:28:31
170252406,42,2022-06-08 17:50:28
110334612,51,2025-07-11 10:48:53
152953048,113,2022-03-14 07:37:07
55882180,144,2025-08-15 05:13:09
513055405,101,2022-09-03 11:10:49
79514225,3,2024-01-04 14:14:14
385753985,79,2023-10-07 12:54:58
28464141,98,2022-04-07 19:20:56
48182516,173,2024-07-03 00:05:27
433168519,150,2024-12-04 22:29:16
483666688,23,2022-12-17 08:10:57
136248293,59,2022-07-11 06:51:29
42473535,113,2024-07-20 02:06:49
67472196,68,2025-08-04 03:48:08
515284202,54,2024-04-05 06:48:43
48798798,57,2024-08-05 20:41:28
17762626,151,2023-09-06 13:33:44
591136104,111,2024-05-20 00:14:24
24327217,60,2022-11-15 00:07:50
15774173,73,2024-05-20 14:22:54
168049760,55,2024-02-07 02:40:11
71736883,117,2024-05-14 15:38:50
386916571,63,2022-12-09 06:09:16
3814882,55,2023-01-12 18:32:02
2323871,25,2023-12-01 23:39:06
532865929,26,2025-04-28 14:27:36
61736276,177,2024-06-07 03:22:15
62874118,63,2024-02-23 22:31:30
64970655,173,2022-11-19 07:32:00
177935724,73,2025-07-23 05:02:16
43218857,79,2025-06-04 22:16:12
242218039,167,2024-06-17 02:19:53
45696807,65,2025-10-07 13:55:28
418953806,69,2024-01-08 06:47:26
38898781,9,2025-07-02 23:33:22
138637176,156,2024-06-11 18:37:32
30856681,173,2024-04-24 13:11:49
49105899,26,2024-06-16 08:35:49
67327503,28,2022-03-11 04:51:25
249243867,40,2022-04-26 00:24:58
190589697,143,2023-10-18 06:39:37
119717872,134,2024-01-23 10:10:27
73658296,27,2024-01-22 03:27:43
273636308,38,2022-09-30 09:02:09
177908303,85,2022-03-24 16:57:35
187264103,64,2023-12-08 05:49:29
134145645,30,2025-07-17 02:17:41
256815102,99,2023-07-31 11:51:37
409492387,131,2024-11-16 17:50:28
71348763,12,2024-11-08 13:55:40
41382013,91,2023-10-11 01:21:09
448357081,30,2024-02-06 05:54:46
397105258,38,2023-11-17 05:26:34
162992863,85,2023-10-14 03:29:28
42873246,60,2024-09-19 09:42:03
353005913,38,2023-12-09 12:45:31
132087889,104,2025-04-27 04:09:01
327591518,143,2025-01-17 15:35:18
240669437,146,2023-03-28 18:28:35
410646458,29,2023-01-03 20:36:09
300273948,112,2023-09-26 20:56:47
326540330,21,2025-10-01 19:47:42
427074340,145,2025-03-14 16:20:44
36957323,146,2025-10-30 05:16:53
42118115,119,2023-10-10 02:50:04
484006844,165,2025-04-26 03:56:15
62106550,60,2024-07-06 05:59:36
62183663,166,2023-12-27 20:33:40
40615366,140,2023-05-25 22:03:32
45233175,113,2024-06-24 00:56:54
137205340,129,2022-09-17 04:41:51
348409005,58,2024-10-05 02:12:33
19988651,3,2024-01-01 03:35:46
496119045,149,2024-03-21 13:42:03
238983129,23,2025-11-06 14:21:53
271569108,137,2024-06-04 13:06:01
172396119,83,2024-06-05 18:27:21
105265441,55,2024-09-09 10:56:11
384686875,110,2023-11-02 14:05:33
503812185,116,2023-05-20 17:33:05
46483383,147,2024-05-23 23:38:58
88785194,62,2023-09-22 02:23:32
110339757,87,2025-01-30 14:40:26
39648682,167,2025-04-07 04:33:02
70065242,100,2022-03-02 06:04:31
137922033,27,2023-09-15 17:58:37
506157175,174,2023-07-04 11:55:24
190581234,34,2024-05-24 08:59:32
36945541,33,2024-10-30 21:33:21
105079112,92,2024-07-17 09:50:57
417487011,96,2023-06-28 00:41:15
233069407,178,2024-01-02 08:27:12
400373174,148,2024-03-05 23:42:10
36307319,168,2022-04-18 08:44:43
655654476,95,2022-02-21 13:30:35
670387595,159,2023-08-12 05:07:38
408971306,38,2022-07-10 09:15:27
52090815,173,2025-07-21 10:16:38
230507380,41,2025-03-30 04:56:58
528060597,137,2024-11-17 07:10:12
550442166,137,2022-02-07 16:43:50
138050631,79,2024-09-20 15:08:31
293554581,128,2022-07-22 08:03:36
551057100,22,2022-09-25 23:10:55
366979414,16,2024-11-21 03:17:57
152129879,32,2025-01-29 18:04:01
37560751,142,2024-07-10 05:14:08
21633160,38,2022-09-07 11:44:32
339821321,98,2023-05-26 20:21:51
563157928,136,2024-12-24 19:01:13
13389572,21,2024-09-15 12:44:08
7724046,56,2023-06-29 01:15:17
49944491,46,2023-09-23 13:29:09
689456449,43,2025-06-24 07:49:23
86109582,120,2024-07-12 08:44:27
475056474,46,2023-08-12 02:53:49
46432308,48,2023-02-01 18:09:21
278522753,84,2023-08-06 22:11:21
112777091,31,2025-01-01 11:18:58
190895128,161,2022-03-02 16:44:18
284193282,172,2023-06-11 11:41:27
132865841,71,2022-05-15 17:16:37
280750418,8,2022-08-15 12:48:22
379848291,130,2023-10-14 11:58:16
230829820,145,2024-12-11 10:34:40
80577045,52,2024-12-07 10:00:49
96995581,45,2025-06-05 14:40:14
28170201,37,2024-06-15 12:24:56
161005629,170,2022-04-16 08:25:03
672616389,44,2022-12-03 15:16:04
67016478,117,2022-11-03 17:11:47
36374132,38,2022-06-09 09:42:40
43429603,99,2025-08-20 10:41:14
75662013,124,2023-12-20 03:15:24
342222574,6,2023-08-22 08:10:00
271579660,68,2022-12-14 13:35:15
277259409,101,2025-04-30 08:19:11
201373089,163,2024-07-19 19:27:20
39460796,134,2023-08-04 18:49:13
188788428,13,2025-03-25 11:44:44
21168896,30,2025-05-22 12:03:42
361625895,100,2025-03-03 01:23:00
508083875,2,2024-12-15 16:41:36
368826,58,2022-04-12 18:04:35
38503681,36,2023-01-20 17:30:55
14800857,72,2022-10-29 08:25:19
138533637,173,2022-10-19 08:39:55
59976012,137,2025-09-25 05:07:32
363096913,126,2025-07-26 10:19:09
74638696,77,2025-08-27 18:18:34
240249837,50,2025-02-12 06:00:34
85826483,32,2025-09-19 18:56:33
58007075,98,2022-03-16 17:30:45
299266465,43,2024-04-24 15:28:42
515954838,125,2025-03-01 08:34:10
3098037,95,2022-12-15 02:53:45
193979197,78,2022-08-30 04:25:04
88584360,54,2025-03-05 10:04:58
598097281,47,2022-05-21 15:39:24
128056544,14,2024-06-21 00:56:36
31165594,176,2022-12-31 04:32:49
28193835,55,2025-06-04 08:43:11
14290792,157,2023-05-17 06:49:18
141701295,175,2024-05-14 02:46:06
47978211,63,2022-01-19 05:17:07
572631861,19,2023-09-19 17:30:27
25120574,91,2022-01-26 19:42:55
330055884,137,2023-07-23 19:18:11
343149224,101,2023-04-01 04:49:42
27892137,37,2023-04-23 07:29:52
271293802,107,2024-01-19 01:03:56
